x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.2464844,53.5076826,6.37167E+18,69,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2464896,53.5085814,4.05517E+18,115,3,1,1,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2465627,53.5211651,-8.3761E+18,59,0,0,1,0,0.25,0.25,0.5,1,2
-2.2445521,53.4339811,1.76946E+18,97,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2446141,53.4447672,-7.57688E+17,55,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2447849,53.4744289,6.12221E+18,111,0,4,2,1,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2449559,53.5040904,-6.79806E+18,122,0,0,2,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2450597,53.522067,7.28367E+18,48,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2430829,53.4402761,-7.29734E+18,55,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2431343,53.4492645,1.74455E+16,87,0,0,0,1,0.25,0.25,0.5,1,2
-2.2431805,53.457354,-9.1464E+18,90,3,4,1,0,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.2432114,53.4627471,-8.58426E+18,72,2,0,2,2,1.5,1,1,0.666666667,0.666666667
-2.243268,53.4726343,3.43066E+18,300,9,4,7,5,6.25,4.916666667,2.217355783,0.786666667,0.354776925
-2.2434586,53.5058911,7.3709E+17,94,1,2,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2435462,53.5211713,4.988E+18,58,0,0,0,1,0.25,0.25,0.5,1,2
-2.2415673,53.4384814,8.68078E+18,75,0,0,1,0,0.25,0.25,0.5,1,2
-2.2415826,53.441178,2.13439E+18,46,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2417563,53.4717385,-8.85666E+18,456,10,9,16,20,13.75,26.91666667,5.188127472,1.957575758,0.377318362
-2.2417717,53.474435,-5.33544E+18,361,16,10,14,7,11.75,16.25,4.031128874,1.382978723,0.343074798
-2.2419816,53.5112872,-4.84476E+18,58,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2420329,53.5202755,9.04236E+18,110,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2401178,53.4483717,-4.10354E+17,91,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2401584,53.4555625,8.13599E+18,219,4,5,3,5,4.25,0.916666667,0.957427108,0.215686275,0.225276967
-2.2401635,53.4564613,8.92812E+18,84,4,1,2,1,2,2,1.414213562,1,0.707106781
-2.2401686,53.4573601,-4.26565E+18,45,0,1,0,0,0.25,0.25,0.5,1,2
-2.2402143,53.4654497,2.5887E+18,67,0,3,1,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2402244,53.4672474,3.72273E+18,209,7,8,4,4,5.75,4.25,2.061552813,0.739130435,0.358530924
-2.2402549,53.4726404,-4.16528E+18,391,9,13,13,11,11.5,3.666666667,1.914854216,0.31884058,0.166509062
-2.2402753,53.4762357,2.0697E+18,68,1,2,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2403007,53.4807299,6.54208E+18,2,1,0,0,0,0.25,0.25,0.5,1,2
-2.2405552,53.5256715,9.04796E+18,72,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2406062,53.5346598,-7.55341E+18,93,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2385668,53.4402852,-8.91384E+18,73,0,1,0,0,0.25,0.25,0.5,1,2
-2.2386777,53.4600597,1.50763E+18,35,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2387635,53.4753399,-2.36774E+18,475,12,13,11,18,13.5,9.666666667,3.109126351,0.716049383,0.230305656
-2.2389304,53.5050014,4.12784E+18,69,4,0,2,2,2,2.666666667,1.632993162,1.333333333,0.816496581
-2.2389405,53.5067991,-6.92896E+18,86,3,1,1,1,1.5,1,1,0.666666667,0.666666667
-2.2389607,53.5103944,6.86909E+18,212,3,4,4,2,3.25,0.916666667,0.957427108,0.282051282,0.294592956
-2.2389709,53.5121921,1.08271E+18,79,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2390468,53.5256745,3.98231E+18,24,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2394123,53.5903899,4.79179E+18,37,0,0,0,1,0.25,0.25,0.5,1,2
-2.2370864,53.4447824,-5.08444E+18,47,0,0,0,1,0.25,0.25,0.5,1,2
-2.2371566,53.4573662,5.30132E+18,150,2,2,3,2,2.25,0.25,0.5,0.111111111,0.222222222
-2.2373121,53.4852301,1.48803E+18,88,2,3,2,3,2.5,0.333333333,0.577350269,0.133333333,0.230940108
-2.2373322,53.4888255,-1.38124E+18,48,0,0,2,0,0.5,1,1,2,2
-2.237473,53.5139928,-5.897E+18,68,1,0,2,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2375082,53.5202846,8.75767E+17,84,1,3,0,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2376845,53.5517435,-5.84349E+18,28,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.237942,53.5975834,8.22151E+18,63,0,0,0,1,0.25,0.25,0.5,1,2
-2.2356157,53.4510773,9.00472E+18,125,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2357503,53.4753459,-4.78522E+18,640,18,12,9,16,13.75,16.25,4.031128874,1.181818182,0.293173009
-2.2357852,53.4816378,6.67914E+18,141,4,5,2,2,3.25,2.25,1.5,0.692307692,0.461538462
-2.23593,53.5077039,1.65334E+18,92,0,0,4,1,1.25,3.583333333,1.892969449,2.866666667,1.514375559
-2.235985,53.5175911,4.56634E+18,99,1,0,0,3,1,2,1.414213562,2,1.414213562
-2.236025,53.5247817,-7.56696E+18,135,3,0,1,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.268578,53.4249409,6.09249E+18,3,0,1,0,0,0.25,0.25,0.5,1,2
-2.2686801,53.44112,1.56132E+18,77,3,4,4,4,3.75,0.25,0.5,0.066666667,0.133333333
-2.2687482,53.4519061,5.92912E+17,16,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2687539,53.4528049,4.43515E+18,95,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2688334,53.4653887,-8.73829E+18,226,3,0,3,1,1.75,2.25,1.5,1.285714286,0.857142857
-2.2690269,53.495949,-7.07536E+18,43,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2671803,53.4420223,8.47254E+18,52,1,1,2,5,2.25,3.583333333,1.892969449,1.592592593,0.841319755
-2.2672142,53.4474153,8.69412E+18,207,6,3,3,4,4,2,1.414213562,0.5,0.353553391
-2.2673159,53.4635944,7.26366E+18,45,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2674686,53.4878629,-4.84985E+18,73,0,0,0,1,0.25,0.25,0.5,1,2
-2.2677576,53.5337032,1.76594E+18,106,0,0,1,0,0.25,0.25,0.5,1,2
-2.2867207,53.4374827,-2.34988E+18,56,1,0,0,0,0.25,0.25,0.5,1,2
-2.2850589,53.4141164,-2.32615E+18,82,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2852697,53.4455758,9.15972E+18,138,0,0,1,0,0.25,0.25,0.5,1,2
-2.2835186,53.4087269,3.08711E+18,85,2,2,2,2,2,0,0,0,0
-2.2837761,53.4473771,-5.45969E+18,72,1,0,0,0,0.25,0.25,0.5,1,2
-2.2838241,53.4545678,-7.67059E+18,158,1,0,0,0,0.25,0.25,0.5,1,2
-2.282056,53.4150224,-8.87995E+18,50,2,2,1,5,2.5,3,1.732050808,1.2,0.692820323
-2.280516,53.4096329,-6.27329E+18,5,1,2,3,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2806759,53.4339016,6.53183E+18,66,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2807411,53.4437888,-6.3164E+18,58,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2808064,53.4536761,1.37932E+18,99,0,1,0,0,0.25,0.25,0.5,1,2
-2.2789999,53.4078387,1.25028E+17,20,16,19,17,18,17.5,1.666666667,1.290994449,0.095238095,0.073771111
-2.2790235,53.4114341,1.3972E+18,47,19,16,22,21,19.5,7,2.645751311,0.358974359,0.135679554
-2.2792061,53.4392982,2.68831E+18,130,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2792592,53.4473877,-4.74214E+18,117,0,0,0,1,0.25,0.25,0.5,1,2
-2.279271,53.4491854,-3.63417E+18,129,0,0,0,1,0.25,0.25,0.5,1,2
-2.2775074,53.4096399,4.9473E+18,82,66,60,68,61,63.75,14.91666667,3.862210075,0.233986928,0.060583687
-2.2777067,53.4402005,1.85637E+18,90,0,2,0,0,0.5,1,1,2,2
-2.2777125,53.4410994,-6.3274E+18,118,0,0,0,1,0.25,0.25,0.5,1,2
-2.2777301,53.4437959,-3.66145E+17,66,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2778182,53.4572784,1.37075E+18,76,0,0,0,1,0.25,0.25,0.5,1,2
-2.2779004,53.4698621,-1.55645E+18,82,0,0,0,1,0.25,0.25,0.5,1,2
-2.2760031,53.4096434,-8.82062E+18,58,34,33,34,44,36.25,26.91666667,5.188127472,0.742528736,0.143120758
-2.2760206,53.4123399,5.72677E+18,73,42,36,31,31,35,27.33333333,5.228129047,0.780952381,0.149375116
-2.276143,53.4312156,-9.94356E+17,66,1,2,2,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.2761954,53.4393052,2.47661E+18,84,0,1,2,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2762246,53.4437994,-5.67822E+18,150,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2763064,53.4563831,-2.08087E+17,110,0,1,0,0,0.25,0.25,0.5,1,2
-2.2763122,53.4572819,-5.08559E+18,89,0,1,0,0,0.25,0.25,0.5,1,2
-2.2763297,53.4599785,-9.38213E+17,265,0,0,2,0,0.5,1,1,2,2
-2.2763414,53.4617761,-3.99428E+17,50,1,0,0,0,0.25,0.25,0.5,1,2
-2.2744872,53.4078492,5.58763E+18,46,2,5,8,9,6,10,3.16227766,1.666666667,0.527046277
-2.274493,53.408748,-1.54123E+17,56,16,13,6,11,11.5,17.66666667,4.203173404,1.536231884,0.36549334
-2.2746959,53.4402075,-7.17337E+18,89,1,1,0,5,1.75,4.916666667,2.217355783,2.80952381,1.267060447
-2.2747365,53.4464994,-6.32039E+17,92,0,1,0,0,0.25,0.25,0.5,1,2
-2.2747423,53.4473982,3.04282E+18,72,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2730118,53.4123469,-3.20148E+18,77,17,22,16,20,18.75,7.583333333,2.753785274,0.404444444,0.146868548
-2.2731213,53.4294249,-8.78991E+18,65,2,5,3,1,2.75,2.916666667,1.707825128,1.060606061,0.621027319
-2.2732078,53.4429075,-4.84274E+18,17,0,0,0,1,0.25,0.25,0.5,1,2
-2.2738272,53.5390825,-3.47895E+18,112,0,0,1,0,0.25,0.25,0.5,1,2
-2.2715074,53.4123503,-2.91381E+18,69,12,8,8,10,9.5,3.666666667,1.914854216,0.385964912,0.201563602
-2.2716392,53.4330237,1.58595E+18,46,2,1,3,3,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.2717081,53.4438097,-1.28741E+18,125,4,1,1,2,2,2,1.414213562,1,0.707106781
-2.2717196,53.4456074,-7.71088E+18,65,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2717368,53.4483039,-8.6065E+18,70,0,0,1,0,0.25,0.25,0.5,1,2
-2.270003,53.4123537,8.2896E+18,49,6,4,2,3,3.75,2.916666667,1.707825128,0.777777778,0.455420034
-2.2700942,53.4267352,7.91283E+18,15,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2701627,53.4375213,-2.50811E+18,131,7,6,10,6,7.25,3.583333333,1.892969449,0.494252874,0.261099234
-2.2701855,53.4411166,-1.47857E+18,42,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2702026,53.4438132,-6.61353E+18,141,2,4,1,4,2.75,2.25,1.5,0.818181818,0.545454545
-2.2702083,53.444712,-4.93506E+18,27,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.270254,53.4519027,-5.84695E+18,99,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2702711,53.4545992,8.67036E+18,85,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2702997,53.4590934,-8.75347E+18,187,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2703969,53.4743736,-1.45993E+18,44,0,0,0,1,0.25,0.25,0.5,1,2
-2.2706775,53.5184163,1.1549E+18,195,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2707693,53.5327976,7.96459E+17,142,0,0,0,1,0.25,0.25,0.5,1,2
-2.2685836,53.4258398,2.38897E+18,77,9,9,6,8,8,2,1.414213562,0.25,0.176776695
-2.268595,53.4276374,-6.87981E+18,34,4,1,2,3,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2686006,53.4285363,-1.1645E+17,53,2,5,9,3,4.75,9.583333333,3.095695937,2.01754386,0.65172546
-2.2686914,53.4429177,-3.07403E+18,113,1,2,4,3,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2688277,53.4644898,9.15426E+18,53,1,0,0,0,0.25,0.25,0.5,1,2
-2.2688391,53.4662875,-5.71552E+18,114,0,0,0,1,0.25,0.25,0.5,1,2
-2.2689017,53.4761747,2.29637E+18,85,1,0,0,0,0.25,0.25,0.5,1,2
-2.2672763,53.4573025,6.18145E+18,137,1,0,1,4,1.5,3,1.732050808,2,1.154700538
-2.2673724,53.4725827,-2.91006E+18,382,4,0,1,3,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.267378,53.4734816,-5.38228E+18,289,3,5,1,2,2.75,2.916666667,1.707825128,1.060606061,0.621027319
-2.2655515,53.4222511,2.569E+18,70,6,2,8,6,5.5,6.333333333,2.516611478,1.151515152,0.457565723
-2.2657254,53.4501152,5.28857E+18,48,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2657872,53.4600024,-1.28034E+18,232,2,2,3,5,3,2,1.414213562,0.666666667,0.471404521
-2.2659052,53.4788779,9.17003E+18,216,2,2,0,3,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.2659446,53.4851698,9.18917E+18,493,1,0,1,6,2,7.333333333,2.708012802,3.666666667,1.354006401
-2.265984,53.4914616,-6.19111E+18,68,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2641248,53.4348382,6.42595E+17,49,6,4,4,5,4.75,0.916666667,0.957427108,0.192982456,0.201563602
-2.2641304,53.4357371,-4.7914E+18,9,0,0,0,1,0.25,0.25,0.5,1,2
-2.2642643,53.4573092,6.60639E+18,158,3,5,5,5,4.5,1,1,0.222222222,0.222222222
-2.2642811,53.4600057,-2.09414E+18,178,8,2,3,4,4.25,6.916666667,2.62995564,1.62745098,0.618813092
-2.2642867,53.4609046,2.78621E+18,219,4,3,3,3,3.25,0.25,0.5,0.076923077,0.153846154
-2.264572,53.5067451,3.32043E+18,69,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2646505,53.5193287,-8.93978E+18,222,0,0,0,1,0.25,0.25,0.5,1,2
-2.2625475,53.4231566,4.62057E+18,172,7,11,5,8,7.75,6.25,2.5,0.806451613,0.322580645
-2.2626251,53.4357404,-8.07505E+18,69,9,9,6,5,7.25,4.25,2.061552813,0.586206897,0.284352112
-2.2626307,53.4366392,6.99489E+18,8,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2626529,53.4402346,8.21602E+18,85,4,4,4,3,3.75,0.25,0.5,0.066666667,0.133333333
-2.262775,53.4600091,3.24436E+18,211,4,9,1,3,4.25,11.58333333,3.403429643,2.725490196,0.800806975
-2.2627806,53.4609079,3.82436E+16,75,1,2,2,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.2628084,53.4654021,-4.53152E+18,106,1,2,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2628806,53.4770869,6.43186E+18,396,5,2,5,3,3.75,2.25,1.5,0.6,0.4
-2.2629975,53.4959624,-1.84165E+18,113,0,1,3,0,1,2,1.414213562,2,1.414213562
-2.2630086,53.4977601,-2.92196E+18,120,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2630643,53.5067484,-2.90568E+18,45,0,0,1,0,0.25,0.25,0.5,1,2
-2.2610648,53.4267553,1.8816E+18,82,3,1,2,2,2,0.666666667,0.816496581,0.333333333,0.40824829
